,workerid,proliferate.condition,accuracy,internal_node_id,question_order,response,rt,stimulus,time_elapsed,trial_index,trial_type,error,local,casual,educated,friendly,dependable,traditional,condition,clip,likert_young,likert_proper,likert_culture,likert_identity
709,65,All,,0.0-4.0-5.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 4, 'traditional': 2}",35483.0,audio/NGG/NGG_02_G.mp3,328280,9,survey-likert,,5.0,4.0,3.0,3.0,4.0,2.0,lazy,NGG_02,5.0,2.0,5.0,5.0
711,65,All,,0.0-4.0-7.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 2, 'friendly': 3, 'dependable': 2, 'traditional': 2}",26487.0,audio/NGG/NGG_10_G.mp3,356898,11,survey-likert,,4.0,5.0,2.0,3.0,2.0,2.0,lazy,NGG_10,5.0,2.0,5.0,5.0
713,65,All,,0.0-4.0-9.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 0, 'educated': 4, 'friendly': 2, 'dependable': 3, 'traditional': 4}",32596.0,audio/NGN/NGN_07_N.mp3,391449,13,survey-likert,,4.0,0.0,4.0,2.0,3.0,4.0,lazy,NGN_07,5.0,2.0,5.0,5.0
715,65,All,,0.0-4.0-11.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 1, 'educated': 4, 'friendly': 1, 'dependable': 4, 'traditional': 4}",30453.0,audio/NGN/NGN_10_NG.mp3,423178,15,survey-likert,,5.0,1.0,4.0,1.0,4.0,4.0,proper,NGN_10,5.0,2.0,5.0,5.0
717,65,All,,0.0-4.0-13.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 5, 'educated': 2, 'friendly': 4, 'dependable': 3, 'traditional': 2}",27451.0,audio/NGG/NGG_08_G.mp3,452115,17,survey-likert,,5.0,5.0,2.0,4.0,3.0,2.0,lazy,NGG_08,5.0,2.0,5.0,5.0
719,65,All,,0.0-4.0-15.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 2}",35551.0,audio/NL/NL_09_L.mp3,489034,19,survey-likert,,3.0,3.0,3.0,2.0,3.0,2.0,lazy,NL_09,5.0,2.0,5.0,5.0
721,65,All,,0.0-4.0-17.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 0, 'educated': 3, 'friendly': 0, 'dependable': 3, 'traditional': 4}",30018.0,audio/NL/NL_06_L.mp3,520439,21,survey-likert,,2.0,0.0,3.0,0.0,3.0,4.0,lazy,NL_06,5.0,2.0,5.0,5.0
725,65,All,,0.0-4.0-21.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 5, 'educated': 2, 'friendly': 5, 'dependable': 3, 'traditional': 3}",28843.0,audio/NGG/NGG_04_G.mp3,573768,25,survey-likert,,5.0,5.0,2.0,5.0,3.0,3.0,lazy,NGG_04,5.0,2.0,5.0,5.0
727,65,All,,0.0-4.0-23.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 4, 'educated': 4, 'friendly': 4, 'dependable': 4, 'traditional': 3}",30207.0,audio/NGN/NGN_04_N.mp3,605830,27,survey-likert,,5.0,4.0,4.0,4.0,4.0,3.0,lazy,NGN_04,5.0,2.0,5.0,5.0
729,65,All,,0.0-4.0-25.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 2, 'educated': 3, 'friendly': 1, 'dependable': 4, 'traditional': 3}",27061.0,audio/NL/NL_08_N.mp3,634736,29,survey-likert,,5.0,2.0,3.0,1.0,4.0,3.0,proper,NL_08,5.0,2.0,5.0,5.0
731,65,All,,0.0-4.0-27.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 2, 'friendly': 4, 'dependable': 3, 'traditional': 3}",24553.0,audio/NL/NL_02_L.mp3,660313,31,survey-likert,,4.0,5.0,2.0,4.0,3.0,3.0,lazy,NL_02,5.0,2.0,5.0,5.0
733,65,All,,0.0-4.0-29.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 0, 'educated': 4, 'friendly': 1, 'dependable': 5, 'traditional': 3}",33978.0,audio/NL/NL_10_N.mp3,696096,33,survey-likert,,3.0,0.0,4.0,1.0,5.0,3.0,proper,NL_10,5.0,2.0,5.0,5.0
737,65,All,,0.0-4.0-33.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 1, 'educated': 2, 'friendly': 2, 'dependable': 3, 'traditional': 3}",21609.0,audio/NL/NL_07_N.mp3,732433,37,survey-likert,,3.0,1.0,2.0,2.0,3.0,3.0,proper,NL_07,5.0,2.0,5.0,5.0
739,65,All,,0.0-4.0-35.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 3}",18101.0,audio/NL/NL_03_N.mp3,751562,39,survey-likert,,4.0,5.0,3.0,3.0,3.0,3.0,proper,NL_03,5.0,2.0,5.0,5.0
741,65,All,,0.0-4.0-37.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 0, 'educated': 2, 'friendly': 1, 'dependable': 3, 'traditional': 3}",28441.0,audio/NGN/NGN_01_N.mp3,781971,41,survey-likert,,3.0,0.0,2.0,1.0,3.0,3.0,lazy,NGN_01,5.0,2.0,5.0,5.0
743,65,All,,0.0-4.0-39.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 2, 'friendly': 2, 'dependable': 2, 'traditional': 2}",17611.0,audio/NGN/NGN_03_N.mp3,801054,43,survey-likert,,4.0,5.0,2.0,2.0,2.0,2.0,lazy,NGN_03,5.0,2.0,5.0,5.0
745,65,All,,0.0-4.0-41.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 0, 'educated': 3, 'friendly': 1, 'dependable': 4, 'traditional': 3}",31745.0,audio/NGG/NGG_09_G.mp3,835177,45,survey-likert,,4.0,0.0,3.0,1.0,4.0,3.0,lazy,NGG_09,5.0,2.0,5.0,5.0
747,65,All,,0.0-4.0-43.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 0, 'educated': 4, 'friendly': 1, 'dependable': 4, 'traditional': 3}",28709.0,audio/NGN/NGN_02_NG.mp3,865569,47,survey-likert,,5.0,0.0,4.0,1.0,4.0,3.0,proper,NGN_02,5.0,2.0,5.0,5.0
749,65,All,,0.0-4.0-45.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 2, 'friendly': 2, 'dependable': 4, 'traditional': 3}",22957.0,audio/NL/NL_01_N.mp3,890458,49,survey-likert,,4.0,5.0,2.0,2.0,4.0,3.0,proper,NL_01,5.0,2.0,5.0,5.0
751,65,All,,0.0-4.0-47.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 5, 'educated': 4, 'friendly': 1, 'dependable': 3, 'traditional': 3}",30556.0,audio/NGG/NGG_01_G.mp3,922477,51,survey-likert,,5.0,5.0,4.0,1.0,3.0,3.0,lazy,NGG_01,5.0,2.0,5.0,5.0
755,65,All,,0.0-4.0-51.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 0, 'educated': 4, 'friendly': 0, 'dependable': 4, 'traditional': 3}",23452.0,audio/NGN/NGN_09_NG.mp3,963217,55,survey-likert,,5.0,0.0,4.0,0.0,4.0,3.0,proper,NGN_09,5.0,2.0,5.0,5.0
757,65,All,,0.0-4.0-53.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 1, 'educated': 2, 'friendly': 1, 'dependable': 3, 'traditional': 3}",33384.0,audio/NGG/NGG_05_NG.mp3,998309,57,survey-likert,,5.0,1.0,2.0,1.0,3.0,3.0,proper,NGG_05,5.0,2.0,5.0,5.0
759,65,All,,0.0-4.0-55.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 5, 'educated': 2, 'friendly': 3, 'dependable': 3, 'traditional': 3}",30855.0,audio/NGN/NGN_08_N.mp3,1031399,59,survey-likert,,3.0,5.0,2.0,3.0,3.0,3.0,lazy,NGN_08,5.0,2.0,5.0,5.0
761,65,All,,0.0-4.0-57.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 3, 'educated': 4, 'friendly': 2, 'dependable': 3, 'traditional': 3}",20984.0,audio/NL/NL_04_N.mp3,1053358,61,survey-likert,,5.0,3.0,4.0,2.0,3.0,3.0,proper,NL_04,5.0,2.0,5.0,5.0
763,65,All,,0.0-4.0-59.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 0, 'educated': 4, 'friendly': 1, 'dependable': 4, 'traditional': 3}",21076.0,audio/NGN/NGN_05_N.mp3,1076231,63,survey-likert,,5.0,0.0,4.0,1.0,4.0,3.0,lazy,NGN_05,5.0,2.0,5.0,5.0
775,84,All,,0.0-4.0-1.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 5, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 5}",17086.0,audio/NGG/NGG_04_G.mp3,602457,5,survey-likert,,5.0,5.0,3.0,3.0,3.0,5.0,lazy,NGG_04,5.0,2.0,5.0,5.0
779,84,All,,0.0-4.0-5.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 2, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 3}",582825.0,audio/NL/NL_07_N.mp3,1197713,9,survey-likert,,2.0,2.0,3.0,3.0,3.0,3.0,proper,NL_07,5.0,2.0,5.0,5.0
781,84,All,,0.0-4.0-7.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 2, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 3}",9353.0,audio/NGG/NGG_09_G.mp3,1209429,11,survey-likert,,4.0,2.0,3.0,2.0,3.0,3.0,lazy,NGG_09,5.0,2.0,5.0,5.0
783,84,All,,0.0-4.0-9.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 2, 'friendly': 2, 'dependable': 3, 'traditional': 4}",12773.0,audio/NGN/NGN_08_N.mp3,1223979,13,survey-likert,,3.0,3.0,2.0,2.0,3.0,4.0,lazy,NGN_08,5.0,2.0,5.0,5.0
785,84,All,,0.0-4.0-11.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 4}",27039.0,audio/NGG/NGG_08_G.mp3,1252375,15,survey-likert,,5.0,3.0,3.0,3.0,3.0,4.0,lazy,NGG_08,5.0,2.0,5.0,5.0
787,84,All,,0.0-4.0-13.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 3}",8927.0,audio/NGG/NGG_02_G.mp3,1262494,17,survey-likert,,4.0,3.0,3.0,3.0,3.0,3.0,lazy,NGG_02,5.0,2.0,5.0,5.0
789,84,All,,0.0-4.0-15.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 3, 'educated': 2, 'friendly': 3, 'dependable': 3, 'traditional': 4}",9901.0,audio/NL/NL_08_N.mp3,1274167,19,survey-likert,,2.0,3.0,2.0,3.0,3.0,4.0,proper,NL_08,5.0,2.0,5.0,5.0
791,84,All,,0.0-4.0-17.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 4}",127053.0,audio/NGG/NGG_05_NG.mp3,1402879,21,survey-likert,,4.0,3.0,3.0,3.0,3.0,4.0,proper,NGG_05,5.0,2.0,5.0,5.0
793,84,All,,0.0-4.0-19.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 5, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 5}",10169.0,audio/NGG/NGG_10_NG.mp3,1415457,23,survey-likert,,5.0,5.0,3.0,3.0,3.0,5.0,proper,NGG_10,5.0,2.0,5.0,5.0
795,84,All,,0.0-4.0-21.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 4}",7696.0,audio/NGN/NGN_02_N.mp3,1424342,25,survey-likert,,4.0,3.0,3.0,3.0,3.0,4.0,lazy,NGN_02,5.0,2.0,5.0,5.0
797,84,All,,0.0-4.0-23.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 5}",9057.0,audio/NL/NL_01_N.mp3,1435263,27,survey-likert,,5.0,4.0,3.0,3.0,3.0,5.0,proper,NL_01,5.0,2.0,5.0,5.0
799,84,All,,0.0-4.0-25.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 3}",8344.0,audio/NGG/NGG_01_G.mp3,1444991,29,survey-likert,,4.0,3.0,3.0,3.0,3.0,3.0,lazy,NGG_01,5.0,2.0,5.0,5.0
801,84,All,,0.0-4.0-27.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 2, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 4}",10504.0,audio/NGN/NGN_07_NG.mp3,1457241,31,survey-likert,,4.0,2.0,3.0,3.0,3.0,4.0,proper,NGN_07,5.0,2.0,5.0,5.0
803,84,All,,0.0-4.0-29.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 0, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 5}",10834.0,audio/NL/NL_06_N.mp3,1469060,33,survey-likert,,3.0,0.0,3.0,3.0,3.0,5.0,proper,NL_06,5.0,2.0,5.0,5.0
805,84,All,,0.0-4.0-31.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 4}",18317.0,audio/NGN/NGN_03_N.mp3,1488824,35,survey-likert,,4.0,3.0,3.0,3.0,3.0,4.0,lazy,NGN_03,5.0,2.0,5.0,5.0
807,84,All,,0.0-4.0-33.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 4}",22544.0,audio/NL/NL_09_N.mp3,1512731,37,survey-likert,,3.0,4.0,3.0,3.0,3.0,4.0,proper,NL_09,5.0,2.0,5.0,5.0
809,84,All,,0.0-4.0-35.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 4}",10096.0,audio/NGN/NGN_04_NG.mp3,1524663,39,survey-likert,,4.0,4.0,3.0,3.0,3.0,4.0,proper,NGN_04,5.0,2.0,5.0,5.0
813,84,All,,0.0-4.0-39.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 4}",11293.0,audio/NL/NL_04_L.mp3,1544550,43,survey-likert,,4.0,3.0,3.0,3.0,3.0,4.0,lazy,NL_04,5.0,2.0,5.0,5.0
815,84,All,,0.0-4.0-41.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 3}",11240.0,audio/NL/NL_03_N.mp3,1556827,45,survey-likert,,4.0,3.0,3.0,3.0,3.0,3.0,proper,NL_03,5.0,2.0,5.0,5.0
817,84,All,,0.0-4.0-43.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 0, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 5}",13493.0,audio/NGN/NGN_10_N.mp3,1571820,47,survey-likert,,3.0,0.0,3.0,3.0,3.0,5.0,lazy,NGN_10,5.0,2.0,5.0,5.0
819,84,All,,0.0-4.0-45.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 2, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 4}",35332.0,audio/NGN/NGN_09_N.mp3,1608769,49,survey-likert,,3.0,2.0,3.0,3.0,3.0,4.0,lazy,NGN_09,5.0,2.0,5.0,5.0
821,84,All,,0.0-4.0-47.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 3}",42602.0,audio/NL/NL_10_L.mp3,1652788,51,survey-likert,,4.0,3.0,3.0,3.0,3.0,3.0,lazy,NL_10,5.0,2.0,5.0,5.0
823,84,All,,0.0-4.0-49.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 0, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 5}",8845.0,audio/NGN/NGN_01_N.mp3,1663570,53,survey-likert,,4.0,0.0,3.0,3.0,3.0,5.0,lazy,NGN_01,5.0,2.0,5.0,5.0
825,84,All,,0.0-4.0-51.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 4}",52747.0,audio/NL/NL_02_N.mp3,1717482,55,survey-likert,,4.0,4.0,3.0,3.0,3.0,4.0,proper,NL_02,5.0,2.0,5.0,5.0
829,84,All,,0.0-4.0-55.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 3}",12149.0,audio/NGG/NGG_03_G.mp3,1755105,59,survey-likert,,4.0,3.0,3.0,3.0,3.0,3.0,lazy,NGG_03,5.0,2.0,5.0,5.0
831,84,All,,0.0-4.0-57.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 4}",32322.0,audio/NGG/NGG_06_G.mp3,1788899,61,survey-likert,,3.0,3.0,3.0,3.0,3.0,4.0,lazy,NGG_06,5.0,2.0,5.0,5.0
833,84,All,,0.0-4.0-59.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 3}",11228.0,audio/NGN/NGN_05_NG.mp3,1802052,63,survey-likert,,4.0,4.0,3.0,3.0,3.0,3.0,proper,NGN_05,5.0,2.0,5.0,5.0
915,66,All,,0.0-4.0-1.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 1}",19294.0,audio/NL/NL_03_L.mp3,169541,5,survey-likert,,3.0,4.0,3.0,3.0,3.0,1.0,lazy,NL_03,5.0,2.0,5.0,4.0
917,66,All,,0.0-4.0-3.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 2, 'educated': 4, 'friendly': 3, 'dependable': 5, 'traditional': 4}",11577.0,audio/NGG/NGG_03_G.mp3,182465,7,survey-likert,,4.0,2.0,4.0,3.0,5.0,4.0,lazy,NGG_03,5.0,2.0,5.0,4.0
919,66,All,,0.0-4.0-5.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 4, 'friendly': 4, 'dependable': 5, 'traditional': 1}",10444.0,audio/NGN/NGN_04_N.mp3,194661,9,survey-likert,,4.0,4.0,4.0,4.0,5.0,1.0,lazy,NGN_04,5.0,2.0,5.0,4.0
921,66,All,,0.0-4.0-7.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 5, 'traditional': 1}",9810.0,audio/NL/NL_01_L.mp3,206050,11,survey-likert,,4.0,4.0,3.0,3.0,5.0,1.0,lazy,NL_01,5.0,2.0,5.0,4.0
923,66,All,,0.0-4.0-9.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 1, 'educated': 3, 'friendly': 3, 'dependable': 5, 'traditional': 4}",11127.0,audio/NL/NL_09_L.mp3,218442,13,survey-likert,,4.0,1.0,3.0,3.0,5.0,4.0,lazy,NL_09,5.0,2.0,5.0,4.0
925,66,All,,0.0-4.0-11.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 5, 'traditional': 1}",8308.0,audio/NGG/NGG_04_NG.mp3,228154,15,survey-likert,,4.0,3.0,3.0,3.0,5.0,1.0,proper,NGG_04,5.0,2.0,5.0,4.0
927,66,All,,0.0-4.0-13.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 1, 'educated': 4, 'friendly': 3, 'dependable': 5, 'traditional': 4}",6807.0,audio/NGG/NGG_08_NG.mp3,236442,17,survey-likert,,4.0,1.0,4.0,3.0,5.0,4.0,proper,NGG_08,5.0,2.0,5.0,4.0
929,66,All,,0.0-4.0-15.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 5, 'traditional': 1}",11596.0,audio/NGG/NGG_05_G.mp3,249273,19,survey-likert,,4.0,4.0,3.0,3.0,5.0,1.0,lazy,NGG_05,5.0,2.0,5.0,4.0
931,66,All,,0.0-4.0-17.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 4, 'friendly': 3, 'dependable': 4, 'traditional': 2}",11763.0,audio/NGN/NGN_07_NG.mp3,262743,21,survey-likert,,3.0,3.0,4.0,3.0,4.0,2.0,proper,NGN_07,5.0,2.0,5.0,4.0
933,66,All,,0.0-4.0-19.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 1}",13207.0,audio/NL/NL_07_N.mp3,277202,23,survey-likert,,2.0,3.0,3.0,3.0,3.0,1.0,proper,NL_07,5.0,2.0,5.0,4.0
935,66,All,,0.0-4.0-21.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 5, 'traditional': 1}",7369.0,audio/NL/NL_10_L.mp3,285934,25,survey-likert,,4.0,4.0,3.0,3.0,5.0,1.0,lazy,NL_10,5.0,2.0,5.0,4.0
937,66,All,,0.0-4.0-23.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 1, 'educated': 4, 'friendly': 3, 'dependable': 5, 'traditional': 4}",9543.0,audio/NGG/NGG_02_NG.mp3,296785,27,survey-likert,,3.0,1.0,4.0,3.0,5.0,4.0,proper,NGG_02,5.0,2.0,5.0,4.0
939,66,All,,0.0-4.0-25.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 2, 'educated': 4, 'friendly': 3, 'dependable': 4, 'traditional': 3}",9304.0,audio/NGG/NGG_09_G.mp3,308361,29,survey-likert,,3.0,2.0,4.0,3.0,4.0,3.0,lazy,NGG_09,5.0,2.0,5.0,4.0
941,66,All,,0.0-4.0-27.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 4, 'friendly': 3, 'dependable': 4, 'traditional': 2}",11332.0,audio/NGN/NGN_08_N.mp3,321542,31,survey-likert,,4.0,3.0,4.0,3.0,4.0,2.0,lazy,NGN_08,5.0,2.0,5.0,4.0
943,66,All,,0.0-4.0-29.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 2, 'educated': 4, 'friendly': 3, 'dependable': 4, 'traditional': 3}",12434.0,audio/NGG/NGG_06_G.mp3,335388,33,survey-likert,,4.0,2.0,4.0,3.0,4.0,3.0,lazy,NGG_06,5.0,2.0,5.0,4.0
945,66,All,,0.0-4.0-31.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 2, 'educated': 4, 'friendly': 3, 'dependable': 4, 'traditional': 3}",10639.0,audio/NL/NL_08_L.mp3,347636,35,survey-likert,,4.0,2.0,4.0,3.0,4.0,3.0,lazy,NL_08,5.0,2.0,5.0,4.0
947,66,All,,0.0-4.0-33.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 1, 'educated': 4, 'friendly': 3, 'dependable': 5, 'traditional': 4}",10582.0,audio/NGN/NGN_09_N.mp3,359785,37,survey-likert,,4.0,1.0,4.0,3.0,5.0,4.0,lazy,NGN_09,5.0,2.0,5.0,4.0
949,66,All,,0.0-4.0-35.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 0, 'educated': 5, 'friendly': 3, 'dependable': 5, 'traditional': 5}",8740.0,audio/NGN/NGN_01_N.mp3,370407,39,survey-likert,,4.0,0.0,5.0,3.0,5.0,5.0,lazy,NGN_01,5.0,2.0,5.0,4.0
951,66,All,,0.0-4.0-37.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 2, 'educated': 4, 'friendly': 3, 'dependable': 3, 'traditional': 3}",10982.0,audio/NGN/NGN_10_N.mp3,382839,41,survey-likert,,3.0,2.0,4.0,3.0,3.0,3.0,lazy,NGN_10,5.0,2.0,5.0,4.0
953,66,All,,0.0-4.0-39.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 2, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 3}",11180.0,audio/NL/NL_06_L.mp3,395087,43,survey-likert,,3.0,2.0,3.0,3.0,3.0,3.0,lazy,NL_06,5.0,2.0,5.0,4.0
957,66,All,,0.0-4.0-43.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 5, 'traditional': 0}",9006.0,audio/NL/NL_02_L.mp3,416644,47,survey-likert,,4.0,4.0,3.0,3.0,5.0,0.0,lazy,NL_02,5.0,2.0,5.0,4.0
959,66,All,,0.0-4.0-45.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 2, 'educated': 4, 'friendly': 3, 'dependable': 4, 'traditional': 3}",9179.0,audio/NL/NL_04_L.mp3,426988,49,survey-likert,,4.0,2.0,4.0,3.0,4.0,3.0,lazy,NL_04,5.0,2.0,5.0,4.0
961,66,All,,0.0-4.0-47.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 4, 'friendly': 4, 'dependable': 5, 'traditional': 0}",8841.0,audio/NGN/NGN_03_N.mp3,437268,51,survey-likert,,4.0,5.0,4.0,4.0,5.0,0.0,lazy,NGN_03,5.0,2.0,5.0,4.0
967,66,All,,0.0-4.0-53.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 4, 'educated': 4, 'friendly': 3, 'dependable': 4, 'traditional': 1}",8733.0,audio/NGN/NGN_05_NG.mp3,469997,57,survey-likert,,2.0,4.0,4.0,3.0,4.0,1.0,proper,NGN_05,5.0,2.0,5.0,4.0
969,66,All,,0.0-4.0-55.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 4, 'traditional': 0}",11371.0,audio/NGG/NGG_10_G.mp3,483195,59,survey-likert,,4.0,4.0,3.0,3.0,4.0,0.0,lazy,NGG_10,5.0,2.0,5.0,4.0
971,66,All,,0.0-4.0-57.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 4, 'friendly': 3, 'dependable': 5, 'traditional': 1}",7972.0,audio/NGG/NGG_01_NG.mp3,492566,61,survey-likert,,4.0,4.0,4.0,3.0,5.0,1.0,proper,NGG_01,5.0,2.0,5.0,4.0
973,66,All,,0.0-4.0-59.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 5, 'traditional': 1}",9669.0,audio/NGN/NGN_02_N.mp3,503335,63,survey-likert,,4.0,4.0,3.0,3.0,5.0,1.0,lazy,NGN_02,5.0,2.0,5.0,4.0
